field,yield_plan
36.14.16.012.00,3.1594871794871797
36.14.16.013.00,3.0046153846153847
36.14.16.014.00,2.8340677966101695
36.14.16.015.00,2.959939024390244
36.14.16.016.00,2.8429787234042556
36.14.16.017.00,6.48
36.14.16.018.00,6.48
36.14.16.019.00,3.273333333333334
36.14.16.020.00,2.95972972972973
36.14.16.021.00,6.48
36.14.16.022.00,2.8458653846153847
36.14.16.023.00,2.8472222222222223
36.14.16.024.00,4.5
36.14.16.025.00,4.5
36.14.16.026.00,3.3524528301886796
36.14.16.027.00,3.772272727272728
36.14.16.028.00,3.072105263157895
36.14.16.029.00,3.1017391304347828
36.14.16.030.00,3.026666666666667
36.14.16.031.00,3.3245283018867924
36.14.16.032.00,3.15
36.14.16.033.00,3.355555555555555
36.14.16.034.00,3.7386363636363638
36.14.16.035.00,3.335
36.14.16.036.00,3.3651162790697673
36.14.16.037.01,3.414285714285714
36.14.16.038.00,3.1500000000000004
36.14.16.039.00,3.448387096774194
36.14.16.040.00,3.5023809523809524
36.14.16.041.00,3.6870967741935483
36.14.16.042.01,3.2
36.14.16.043.00,3.576923076923077
36.14.16.044.00,1.8999999999999997
36.14.16.046.00,3.4717391304347824
36.14.16.047.00,3.8573529411764707
36.14.16.048.00,3.341379310344828
36.14.16.049.00,3.344736842105263
36.14.16.050.00,3.5372093023255813
36.14.16.051.00,3.448387096774194
36.14.16.052.00,3.6545454545454548
36.14.16.053.00,1.9
36.14.16.054.00,3.6125
36.14.16.055.00,3.6545454545454543
36.14.16.056.00,1.9
36.14.16.057.00,1.9
36.14.16.058.00,1.9
36.14.16.059.00,1.9
36.14.16.060.00,1.9
36.14.16.061.00,3.8443846153846155
36.14.16.063.00,3.2527777777777778
36.14.16.064.00,1.9
36.14.16.065.00,1.9
36.14.16.066.00,
36.14.16.067.00,
36.14.17.001.00,3.45565
36.14.18.001.00,3.6156176470588237
36.14.18.002.00,2.6683018867924533
36.14.18.003.00,3.068780487804878
36.14.18.004.00,2.756875
36.14.18.005.00,2.854
36.14.18.006.00,4.19625
36.14.18.007.00,3.795
36.14.18.008.00,4.0666153846153845
36.14.18.009.00,4.018304347826088
36.14.18.010.00,3.7274210526315787
36.14.18.011.00,3.7274210526315787
36.14.18.013.00,3.795
36.14.18.014.00,3.6666000000000003
36.14.18.016.00,3.8110500000000003
36.14.18.017.00,3.8110500000000003
36.14.18.018.00,3.8110500000000003
36.14.18.019.00,3.6666000000000003
36.14.18.020.00,3.738825
36.14.18.021.00,3.6666000000000003
36.14.18.022.00,3.7274210526315787
36.14.18.023.00,4.12884
36.14.18.024.00,3.622153846153846
36.14.18.025.00,3.795
36.14.18.026.00,5.4
36.14.19.001.00,2.5918333333333337
36.14.19.002.00,6.1061538461538465
36.14.19.003.00,2.8701298701298703
36.14.19.004.00,3.4977
36.14.19.005.00,3.5826923076923074
36.14.19.006.00,3.6125000000000003
36.14.19.007.00,3.224
36.14.19.008.00,3.412894736842105
36.14.19.009.00,3.810681818181818
36.14.19.010.00,29.897888888888886
36.14.19.011.00,6.132857142857143
36.14.19.012.00,2.6674343434343437
36.14.19.013.00,3.0349894736842105
36.14.19.014.00,36.56561240310077
36.14.19.015.00,2.69
36.14.19.016.00,2.6526021505376347
36.14.19.017.00,34.286195121951216
36.14.19.018.00,33.789908496732025
36.14.19.019.00,30.041927007299268
36.14.19.019.01,
36.14.19.019.02,
36.14.19.020.00,33.161207547169816
36.14.19.021.00,30.436821428571427
36.14.19.022.00,1.5
36.14.19.022.01,5.0
36.14.19.022.02,5.0
36.14.19.023.00,2.911421052631579
36.14.19.024.00,2.861883116883117
36.14.19.025.00,30.920752475247525
36.14.19.026.00,2.96585
36.14.19.027.00,2.6650746268656715
36.14.19.028.00,2.9408421052631577
36.14.19.029.00,3.5
36.14.19.030.00,3.6875
36.14.19.031.00,3.3636363636363638
36.14.19.032.00,3.5681818181818183
36.14.19.033.00,22.61151079136691
36.14.19.034.00,5.116129032258065
36.14.19.035.00,5.111111111111111
36.14.19.036.00,3.695625
36.14.19.037.00,3.5193396226415095
36.14.19.038.01,7.644827586206896
36.14.19.038.02,7.614893617021276
36.14.19.039.00,7.62
36.14.19.040.00,5.400000000000001
36.14.19.041.00,6.003658536585366
36.14.19.042.01,4.95
36.14.19.042.02,3.0694444444444446
36.14.19.042.04,2.1
36.14.19.043.00,4.95
36.14.19.044.00,5.843396226415094
36.14.19.045.00,6.1499999999999995
36.14.19.046.00,5.04
36.14.19.047.00,5.203103448275862
36.14.19.048.00,5.478658536585366
36.14.19.049.00,6.15
36.14.19.050.00,5.300294117647059
36.14.19.051.00,3.213
36.14.19.052.00,4.699999999999999
36.14.19.053.00,4.6931034482758625
36.14.19.054.00,4.903448275862069
36.14.19.055.00,4.088571428571428
36.14.19.056.00,3.5582926829268295
36.14.19.057.00,4.9575000000000005
36.14.19.058.00,3.068914285714286
36.14.19.059.00,3.6241428571428576
36.14.19.060.00,2.3602293577981652
36.14.19.061.00,
36.14.19.062.00,1.9
36.14.19.063.00,1.9
36.14.19.064.00,1.9
36.14.19.065.00,1.9
36.14.21.001.00,5.743243243243243
36.14.21.002.00,7.5
36.14.21.003.00,4.636363636363637
36.14.21.004.00,4.6875
36.14.21.005.00,3.4
36.14.21.006.00,3.0
36.14.21.006.01,7.5
36.14.21.006.02,
36.14.21.007.00,
36.14.21.007.01,3.1323529411764706
36.14.21.007.02,
36.14.21.008.00,4.414285714285714
36.14.21.009.00,8.0
36.14.21.009.01,5.0
36.14.21.009.02,
36.14.21.010.00,4.14
36.14.21.011.00,4.416216216216216
36.14.21.012.00,5.769230769230769
36.14.21.013.00,
36.14.21.013.01,6.630434782608695
36.14.21.013.02,7.5
36.14.21.015.00,4.469387755102041
36.14.21.016.01,4.84516129032258
36.14.21.016.02,2.4
36.14.21.016.03,2.4
36.14.21.017.00,4.361702127659575
36.14.21.018.00,6.0
36.14.21.019.01,4.198039215686275
36.14.21.019.02,2.4
36.14.21.020.00,4.628571428571428
36.14.21.021.00,4.211538461538462
36.14.21.022.01,7.5
36.14.21.022.02,2.4
36.14.21.023.00,4.162162162162162
36.14.21.024.00,4.228571428571429
36.14.21.025.00,4.385964912280702
36.14.21.027.00,4.261904761904762
36.14.21.028.00,4.352
36.14.21.029.00,3.4
36.14.21.030.00,3.4
36.14.21.031.00,3.4
36.14.21.032.00,
36.14.21.034.00,4.282051282051282
36.14.21.035.00,3.45
36.14.21.036.00,7.5
36.14.21.036.01,2.5
36.14.21.036.02,
36.14.21.037.00,4.758064516129032
36.14.21.038.00,4.239130434782608
36.14.21.039.00,5.480769230769231
36.14.21.040.00,3.347826086956522
36.14.21.041.00,3.3793103448275863
36.14.21.042.00,3.4166666666666665
36.14.21.046.00,6.354545454545454
36.14.21.047.00,4.846938775510204
36.14.21.048.00,7.720588235294118
36.14.21.049.00,4.846938775510204
36.14.21.051.00,5.1
36.14.21.051.02,8.0
36.14.21.052.00,4.709302325581396
36.14.21.053.00,7.791666666666667
36.14.21.054.00,6.577358490566037
36.14.21.055.00,3.56
36.14.21.056.00,3.4583333333333335
36.14.21.057.00,7.78
36.14.21.058.00,6.5777777777777775
36.14.21.059.00,8.0
36.14.21.059.01,5.6
36.14.21.059.02,5.599999999999999
36.14.21.060.00,6.535593220338982
36.19.13.001.00,1.9
36.29.07.001.00,5.033333333333333
36.29.07.002.00,4.457142857142857
36.29.07.003.00,3.75
36.29.07.004.00,2.030875
36.29.07.005.00,2.1378684210526315
36.29.07.006.00,2.1209090909090906
36.29.07.007.00,4.083
36.29.07.008.00,3.86
36.29.07.009.00,6.5
36.29.07.009.01,2.1
36.29.07.009.02,4.0
36.29.07.010.00,4.95
36.29.07.010.01,6.5
36.29.07.010.02,1.5
36.29.07.011.00,6.5
36.29.07.011.01,2.1
36.29.07.011.02,4.0
36.29.07.012.00,4.95
36.29.07.012.01,6.5
36.29.07.012.02,4.0
36.29.07.013.00,5.854166666666667
36.29.07.014.00,
36.29.07.014.01,4.333333333333333
36.29.07.014.02,4.0
36.29.07.015.00,5.4363636363636365
36.29.07.016.00,
36.29.07.016.01,4.3
36.29.07.017.00,6.01896551724138
36.29.07.018.00,2.0
36.29.07.018.01,6.5
36.29.07.018.02,4.0
36.29.07.019.00,4.95
36.29.07.019.01,40.0
36.29.07.019.02,4.0
36.29.07.020.00,4.95
36.29.07.020.01,40.0
36.29.07.020.02,4.0
36.29.07.021.00,4.486440677966102
36.29.07.022.00,6.5
36.29.07.022.01,2.1
36.29.07.023.00,3.8925925925925924
36.29.07.024.00,3.957777777777778
36.29.07.025.00,3.9857142857142858
36.29.07.026.00,4.153333333333333
36.29.07.027.00,4.351162790697674
36.29.07.028.00,4.682608695652174
36.29.07.029.00,5.0
36.29.07.029.01,40.0
36.29.07.030.00,40.0
36.29.07.030.01,5.0
36.29.07.030.02,5.0
36.29.07.031.00,4.618181818181818
36.29.07.032.00,2.8506842105263157
36.29.07.033.00,2.1
36.29.07.033.01,6.5
36.29.07.034.00,29.594594594594593
36.29.07.035.00,1.5
36.29.07.035.01,4.9995
36.29.07.036.00,2.6665
36.29.07.037.00,1.5
36.29.07.037.01,4.999499999999999
36.29.07.038.00,6.5
36.29.07.038.01,2.0
36.29.07.039.00,3.75
36.29.07.040.00,4.4324324324324325
36.29.07.041.00,32.11711711711712
36.29.07.042.00,31.515151515151516
36.29.07.043.00,2.0644444444444447
36.29.07.044.00,2.1
36.29.07.044.01,2.0
36.29.07.045.00,4.318181818181818
36.29.07.046.00,2.0
40.04.05.002.00,5.138888888888889
40.04.05.005.00,5.16
40.04.05.006.00,5.0649999999999995
40.04.05.007.00,4.927777777777778
40.04.05.008.00,5.1000000000000005
40.04.05.009.00,5.1125
40.04.05.023.00,8.653333333333334
40.04.06.001.00,9.8
40.04.06.002.00,8.395918367346939
40.04.06.003.00,4.716666666666667
40.04.06.004.01,4.716666666666667
40.04.06.004.02,
40.04.06.005.00,6.278125
40.04.06.006.00,6.43125
40.04.06.007.00,6.48529411764706
40.04.06.008.00,8.559615384615386
40.04.06.009.00,8.45625
40.04.06.010.00,8.426388888888889
40.04.06.011.00,8.176530612244898
40.04.06.012.00,8.408823529411766
40.04.06.013.00,8.207407407407409
40.04.06.014.00,8.277083333333334
40.04.06.015.00,8.53529411764706
40.04.06.016.00,8.525925925925927
40.04.06.017.00,8.366666666666667
40.04.06.018.01,8.228846153846154
40.04.06.018.02,
40.04.06.019.01,8.51
40.04.06.019.02,8.653333333333334
40.04.06.020.00,2.8658823529411763
40.04.06.021.00,2.6264285714285713
40.04.06.022.00,8.426388888888889
40.04.06.023.00,
40.04.06.024.01,8.48611111111111
40.04.06.024.02,
40.04.06.044.00,
40.04.06.047.00,8.53529411764706
40.04.07.001.01,4.590000000000001
40.04.07.001.02,5.033333333333333
40.04.07.001.03,4.807142857142857
40.04.07.002.00,2.7051724137931035
40.04.07.003.00,2.80258064516129
40.04.07.004.00,4.96
40.04.07.005.00,4.961290322580646
40.04.07.006.00,5.0
40.04.07.006.01,4.4
40.04.07.006.02,4.4
40.04.07.007.00,4.945454545454545
40.04.07.008.00,5.992105263157895
40.04.07.009.01,8.5234375
40.04.07.009.02,7.894117647058825
40.04.07.010.00,7.871428571428572
40.04.07.011.00,8.442105263157895
40.04.07.012.00,2.964
40.04.07.013.00,4.494285714285715
40.04.07.014.00,6.124137931034483
40.04.07.015.00,6.430645161290323
40.04.07.016.00,6.075
40.04.07.017.00,6.862500000000001
40.04.07.018.00,6.190243902439025
40.04.07.019.00,5.6826923076923075
40.04.07.020.00,5.435714285714286
40.04.07.021.00,5.435714285714286
40.04.07.022.00,8.859375
40.04.10.002.00,6.525
40.04.10.003.00,6.46875
40.04.10.004.00,6.2325
40.04.10.007.00,5.826315789473685
40.04.10.009.00,6.157894736842105
40.10.04.001.00,
40.10.04.001.01,4.9064516129032265
40.10.04.001.02,5.180833333333333
40.10.04.002.00,7.815
40.10.04.003.00,7.826785714285714
40.10.04.004.00,6.093333333333333
40.10.04.005.00,6.204210526315789
40.10.04.006.01,4.640000000000001
40.10.04.006.02,4.747058823529412
40.10.04.007.00,6.093333333333333
40.10.04.008.00,7.807142857142857
40.10.08.005.00,5.859999999999999
40.10.08.007.00,5.0
40.10.08.008.00,5.845283018867924
40.10.08.009.00,6.323387096774193
40.10.08.010.00,6.093333333333333
40.10.08.011.00,6.51551724137931
40.10.08.012.00,6.540425531914893
40.10.08.013.00,5.044444444444445
40.10.08.014.00,4.946808510638298
40.10.08.015.00,5.2
40.10.08.016.00,5.186274509803922
40.10.08.020.00,6.203846153846154
40.10.08.022.00,4.966666666666667
40.10.08.023.00,6.083333333333333
40.10.08.024.00,6.225757575757576
40.10.08.025.00,6.204210526315789
40.10.08.026.00,6.1225000000000005
40.10.08.027.00,6.083333333333333
40.10.08.028.00,6.4
40.10.08.037.00,6.224
40.10.08.038.00,8.2
40.10.13.001.00,6.324358974358974
40.10.13.002.00,5.08
40.10.13.003.00,5.08
40.10.13.004.00,5.912
40.10.13.005.00,5.840975609756097
40.10.13.006.00,5.08
40.10.13.007.00,5.08
40.10.13.008.00,6.393023255813953
40.10.13.009.00,6.395145631067962
40.10.13.010.00,7.65
40.13.02.001.00,7.596
40.13.02.007.00,7.597500000000001
40.13.02.009.00,7.595454545454545
40.13.02.010.00,7.588235294117647
40.13.02.011.00,7.6000000000000005
40.13.02.012.00,7.594736842105264
40.13.07.018.00,
40.13.07.024.00,
40.13.07.046.00,8.534782608695652
40.13.07.047.00,
40.13.07.058.00,8.513333333333334
40.13.07.059.00,8.369444444444445
40.13.07.060.00,8.39
40.13.07.070.00,8.629411764705882
40.13.07.076.00,8.411764705882353
40.13.07.077.00,8.530952380952382
40.13.07.078.00,8.316
40.13.07.082.00,8.472222222222221
40.13.07.090.00,8.513333333333334
40.13.07.091.01,8.331578947368422
40.13.10.001.00,1.7
40.13.10.002.01,2.2375
40.13.10.002.02,2.2375
40.13.10.003.00,4.25
40.13.10.003.01,5.0
40.13.10.003.02,5.0
40.13.10.004.00,7.595454545454546
40.13.10.005.00,4.519230769230769
40.13.10.006.00,4.881578947368421
40.13.10.007.00,4.703260869565217
40.13.10.008.01,7.5
40.13.10.008.02,5.6722758620689655
40.13.10.009.00,4.6
40.13.10.010.00,5.642857142857143
40.13.10.011.00,4.6935714285714285
40.13.10.012.00,2.1526315789473682
40.13.10.013.00,2.481818181818182
40.13.10.014.00,2.4166666666666665
40.13.10.015.00,4.699999999999999
40.13.10.017.00,2.481818181818182
40.13.10.018.00,2.3615384615384616
40.13.10.019.00,7.585714285714286
40.13.10.020.00,
40.13.10.021.01,7.590000000000001
40.13.10.021.02,7.591666666666667
40.13.10.022.00,5.0
40.13.10.023.00,4.711111111111111
40.13.10.024.00,4.694117647058824
40.13.10.025.00,4.6930555555555555
40.13.10.026.00,4.69125
40.13.10.027.00,4.694117647058824
40.13.10.030.00,5.649066666666667
40.13.10.031.00,7.584615384615385
40.13.10.032.00,4.85
40.13.10.033.00,
40.13.10.034.00,4.692105263157894
40.13.10.035.00,4.694117647058824
40.13.10.036.00,4.6953125
40.13.10.038.00,4.692105263157894
40.13.10.039.00,2.2058823529411766
40.13.10.040.00,2.3615384615384616
40.13.10.041.00,2.481818181818182
40.13.10.042.00,2.2733333333333334
40.13.10.043.00,7.5
40.13.10.044.00,4.6953125
40.13.10.045.00,4.69125
40.13.10.046.00,4.6930555555555555
40.13.10.047.00,4.7375
40.13.10.048.01,1.7
40.13.10.048.02,1.7
40.13.10.049.00,4.795454545454546
40.13.10.051.00,7.6049999999999995
40.13.10.052.00,4.75
40.13.10.053.00,4.644736842105263
40.13.10.054.00,5.779411764705882
40.13.10.055.00,5.5
40.13.10.056.01,7.591666666666667
40.13.10.056.02,7.569999999999999
40.13.10.057.00,5.875
40.13.10.059.00,5.779411764705882
40.13.10.060.00,4.7631578947368425
40.13.10.061.01,7.59375
40.13.10.061.02,7.594736842105264
40.13.10.061.03,7.588235294117647
40.13.10.061.04,7.594736842105264
40.13.10.061.05,5.931027027027027
40.13.10.061.06,5.846344827586207
40.13.10.062.00,7.6022727272727275
40.13.10.063.00,5.5294871794871785
40.13.10.064.00,4.708333333333333
40.13.10.065.00,7.5874999999999995
40.13.10.066.00,7.6
40.13.10.067.00,7.60263157894737
40.13.11.001.00,4.703260869565217
40.13.11.002.00,4.72375
40.13.11.003.00,4.703260869565217
40.13.11.004.00,4.715625
40.13.11.007.00,4.739999999999999
40.13.11.008.00,4.688
40.13.11.009.00,1.7
40.13.11.010.00,5.607
40.13.11.011.00,5.744173913043477
40.13.11.013.01,5.910814814814815
40.13.11.014.00,3.984
40.13.11.015.00,4.019428571428572
40.13.11.016.00,3.893818181818182
40.13.11.017.01,3.955657142857143
40.13.11.018.01,3.838117647058824
40.13.11.019.00,2.35712
40.13.11.019.01,
40.13.11.019.02,
40.13.11.020.00,2.5951999999999997
40.13.11.020.01,
40.13.11.020.02,
40.13.11.021.00,3.984
40.13.11.022.00,4.116266666666666
40.13.11.023.00,3.984
40.13.11.026.00,4.550857142857143
40.13.11.027.00,4.48
40.13.11.028.00,4.192842105263158
40.13.11.030.00,4.232
40.13.11.031.00,4.506105263157894
40.13.11.032.00,3.955657142857143
40.13.11.033.01,3.838117647058824
40.13.11.039.00,4.164363636363636
40.13.11.040.00,4.267428571428572
40.13.11.044.00,4.289230769230769
40.13.13.001.00,4.942857142857143
40.13.13.002.00,4.671428571428572
40.13.13.003.00,4.875
40.13.13.004.00,4.485294117647059
40.13.13.005.00,4.716666666666667
40.13.13.006.00,4.942857142857143
40.13.13.007.00,4.482142857142857
40.13.13.008.00,4.481481481481482
40.13.13.009.00,4.716666666666667
40.13.13.010.00,4.942857142857143
40.13.13.011.00,4.942857142857143
40.13.13.012.00,4.716666666666667
40.13.13.013.00,4.716666666666667
40.13.13.014.00,4.942857142857143
40.13.13.015.00,4.942857142857143
40.13.13.016.00,4.716666666666667
40.13.13.017.00,4.942857142857143
40.14.02.001.00,
40.14.02.002.00,
40.14.03.001.00,4.489473684210526
40.14.03.002.00,4.4875
40.14.03.003.00,4.488235294117647
40.14.03.004.00,4.49
40.14.03.005.00,6.366666666666667
40.14.03.006.00,6.628378378378378
40.14.03.007.00,6.525
40.14.03.008.00,6.3173076923076925
40.14.03.009.00,6.438461538461539
40.14.03.010.00,6.006521739130435
40.14.03.011.00,5.9175
40.14.03.012.00,6.455172413793104
40.14.03.013.00,6.455172413793104
40.14.03.014.00,6.46875
40.14.03.015.00,6.5671875
40.14.03.016.00,4.86
40.14.03.017.00,4.914285714285715
40.14.03.018.00,4.96
40.14.03.019.00,4.9625
40.14.03.020.00,6.483333333333333
40.14.03.021.00,6.455172413793104
40.14.03.022.00,6.538235294117648
40.14.03.023.00,6.4125000000000005
40.14.03.024.00,4.8545454545454545
40.14.03.025.00,4.85
40.14.03.026.00,4.85
40.14.03.027.00,4.842105263157895
40.14.03.028.00,4.833333333333333
40.14.03.029.00,4.875
40.14.03.030.00,4.892857142857143
40.14.03.031.00,4.896
40.14.03.032.00,4.852173913043478
40.14.03.033.00,4.875
40.14.03.034.00,4.892307692307692
40.14.03.035.00,4.892307692307692
40.14.03.036.00,4.8999999999999995
40.14.03.037.00,4.866666666666666
40.14.03.038.00,6.1875
40.14.05.001.00,4.909090909090909
40.14.05.002.00,4.892307692307692
40.14.05.003.00,4.933333333333334
40.14.05.004.00,6.125000000000001
40.14.05.005.00,6.6000000000000005
40.14.05.006.00,4.909090909090909
40.14.05.007.00,4.909090909090909
40.14.05.008.00,4.8999999999999995
40.14.05.009.00,4.909090909090909
40.14.05.010.00,4.88
40.14.05.011.00,4.857142857142857
40.14.05.012.00,4.9411764705882355
40.14.05.013.00,4.8999999999999995
40.14.05.014.00,8.223333333333334
40.14.05.015.01,4.909090909090909
40.14.05.016.00,4.88
40.14.05.017.00,4.885714285714285
40.14.05.018.00,4.6375
40.14.05.019.00,4.892307692307692
40.14.05.020.00,7.65
40.14.05.021.00,
40.14.05.022.00,6.0
40.14.05.024.00,
40.14.05.025.00,8.47090909090909
40.14.05.026.00,6.527586206896552
40.14.05.027.01,7.65
40.14.05.027.02,
40.14.05.028.00,8.605555555555556
40.14.05.029.00,8.39423076923077
40.14.05.030.00,8.442105263157895
40.14.05.031.00,5.461764705882353
40.14.05.032.00,5.692105263157895
40.14.05.033.00,5.461764705882353
40.14.05.034.00,5.461764705882353
40.14.05.035.00,5.418000000000001
40.14.05.037.00,6.1000000000000005
40.14.05.038.00,8.787500000000001
40.14.05.039.00,3.0
40.14.05.040.00,6.0625
40.14.05.041.00,6.225
40.14.05.042.00,8.446296296296296
40.14.05.043.00,5.864864864864865
40.14.05.044.00,
40.14.05.044.01,5.25
40.14.05.046.00,5.77
40.14.05.047.00,8.417857142857143
40.14.05.048.00,6.533333333333333
40.14.05.049.00,4.9
40.14.05.049.01,9.8
40.14.05.050.00,4.9
40.14.05.050.01,9.8
40.14.05.051.00,5.790000000000001
40.14.06.001.00,6.359574468085107
40.14.06.002.00,4.904347826086957
40.14.06.003.00,4.864864864864865
40.14.06.004.00,6.125
40.14.06.005.00,6.278125
40.14.06.006.00,5.975609756097562
40.14.06.007.00,4.983333333333333
40.14.06.008.00,6.206666666666667
40.14.06.009.00,4.855813953488371
40.14.06.010.00,4.956521739130435
40.14.06.011.00,4.916129032258064
40.14.06.012.00,4.966666666666667
40.14.06.013.00,4.9714285714285715
40.14.06.014.00,4.9799999999999995
40.14.07.001.01,5.263636363636364
40.14.07.001.02,
40.14.07.002.01,5.263636363636364
40.14.07.002.02,
40.14.07.003.00,8.781578947368422
40.14.07.003.01,
40.14.07.004.00,8.287037037037036
40.14.07.005.00,8.264285714285714
40.14.07.006.00,6.005405405405405
40.14.07.007.00,5.948148148148148
40.14.07.008.00,4.745454545454546
40.14.07.009.00,8.102631578947369
40.14.07.010.00,8.252
40.14.07.011.00,8.1875
40.14.07.012.00,
40.14.07.013.00,
40.14.07.013.01,9.8
40.14.07.014.00,9.8
40.14.07.015.00,8.431818181818182
40.14.07.016.00,8.254687500000001
40.14.07.017.00,5.933333333333334
40.14.07.018.00,6.085714285714285
40.14.07.019.00,
40.14.07.019.01,4.4
40.14.07.019.02,4.6
40.14.07.020.00,2.751063829787234
40.14.07.021.00,8.617500000000001
40.14.07.022.00,4.895652173913043
40.14.07.023.00,6.931034482758621
40.14.07.023.01,
40.14.07.023.02,
40.14.07.024.00,8.529545454545454
40.14.07.025.00,4.9655172413793105
40.14.07.026.00,2.964
40.14.07.076.00,8.973076923076924
40.14.08.001.00,6.056
40.14.08.003.00,4.9625
40.14.08.004.00,4.96
40.14.08.005.00,4.968421052631579
40.14.08.006.00,4.979310344827587
40.14.08.008.00,8.95625
40.14.08.009.00,4.822222222222223
40.14.08.010.00,4.6375
40.14.08.011.00,4.6375
40.14.08.012.00,4.978571428571429
40.14.08.013.00,4.970000000000001
40.14.08.014.00,9.8
40.14.08.014.01,4.9
40.14.08.014.02,4.6
40.14.08.015.00,6.0
40.14.08.016.00,5.948148148148148
40.14.08.017.00,7.437500000000001
40.14.08.018.00,4.345454545454545
40.14.08.019.00,7.640000000000001
40.14.08.020.00,4.4
40.14.08.021.00,7.871428571428572
40.14.08.022.00,8.282352941176471
40.14.08.023.00,4.226666666666667
40.14.08.024.00,4.4
40.14.08.025.00,8.45625
40.14.08.026.00,9.8
40.14.08.026.01,7.65
40.14.08.027.00,5.841666666666667
40.14.08.028.00,6.170454545454546
40.14.08.029.00,7.65
40.14.08.030.00,9.8
40.14.08.031.00,9.8
40.14.08.032.00,3.0
40.14.08.033.00,3.0
40.14.08.034.00,7.723076923076923
40.14.08.035.00,4.892857142857143
40.14.08.036.00,4.836363636363637
40.14.08.037.00,4.875
40.14.08.038.00,4.857142857142857
40.14.08.039.00,4.85
40.14.08.040.00,5.066666666666666
40.14.08.041.00,4.875
40.14.08.042.00,4.896
40.14.08.043.00,4.888888888888889
40.14.08.044.00,4.877419354838709
40.14.08.045.00,4.9411764705882355
