field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph
36.02.18.020.00,Воронеж,пашня,4,2023,Яр.ячмень,Кукуруза зерно,,122.18,,,,минимальная,5.1126,130,114,4.3,5.5
36.02.18.021.00,Воронеж,пашня,4,2023,Яр.ячмень,Соя,,105.66,,,,минимальная,5.1126,129,103,4.7,5.5
36.02.18.022.00,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,86.53,,,,минимальная,46.965,168,123,4.6,5.6
36.02.18.023.00,Воронеж,пашня,4,2023,Подсолнечник кондит.,Яр.ячмень,,120.68,,,,минимальная,2.156,187,191,3.9,5.5
36.02.18.024.00,Воронеж,пашня,4,2023,Кукуруза зерно,Соя,,44.46,,,,минимальная,6.51,187,128,4.8,5.6
36.02.18.025.00,Воронеж,пашня,4,2023,Яр.ячмень,Соя,,103.67,,,,минимальная,5.1126,147,118,5.1,5.7
36.02.18.026.00,Воронеж,пашня,4,2023,Кукуруза зерно,Оз.пшеница мягкая,,73.1,,,,минимальная,6.51,87,88,4.7,5.5
36.02.18.027.00,Воронеж,пашня,4,2023,Кукуруза зерно,Соя,,75.39,Креатив,F1,Покупные,минимальная,6.51,125,104,4.4,5.6
36.02.18.028.00,Воронеж,пашня,4,2023,Подсолнечник кондит.,Яр.ячмень,,62.69,,,,минимальная,2.156,202,177,4.1,5.8
36.02.18.029.00,Воронеж,пашня,4,2023,Кукуруза зерно,Соя,,82.74,,,,минимальная,6.51,148,118,4,5.3
36.02.18.030.01,Воронеж,луг,1,2023,Луг,Луг,,19.44,,,,,2,,,,
36.02.18.030.02,Воронеж,луг,1,2023,Луг,Луг,,33.24,,,,,2,,,,
36.02.18.030.03,Воронеж,луг,1,2023,Луг,Луг,,10.88,,,,,2,,,,
36.02.18.031.00,Воронеж,луг,1,2023,Луг,Луг,,62.91,,,,,2,,,,
36.02.19.001.01,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,79.64,,,,классическая с плугом,7.65,123,130,6.6,5
36.02.19.001.02,Воронеж,пашня,3,2023,Пар,Кукуруза силос,,0.89,,,,,,123,130,6.6,5
36.02.19.002.01,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза зерно; Одн.тр.суданская тр.корм.,,140.15,,,,классическая с плугом,7.65,128,193,6.9,5.5
36.02.19.002.02,Воронеж,пашня,3,2023,Пар,Кукуруза зерно; Одн.тр.суданская тр.корм.,,6.5,,,,,,128,193,6.9,5.5
36.02.19.002.03,Воронеж,пашня,3,2023,Пар,Кукуруза зерно; Одн.тр.суданская тр.корм.,,3.55,,,,,,128,193,6.9,5.5
36.02.19.003.01,Воронеж,пашня,3,2023,Кукуруза силос,Люцерна пр.лет корм,,75.1,Дакота,РС-2,Свои,минимальная,7.65,109,133.5,6.5,5.35
36.02.19.003.02,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза зерно; Кукуруза силос,,58.84,,,,минимальная,7.65,109,133.5,6.5,5.35
36.02.19.004.01,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,27.68,,,,минимальная,7.65,94,117,5.9,5.5
36.02.19.004.02,Воронеж,пашня,3,2023,Пар,Кукуруза силос,,0.95,,,,,,94,117,5.9,5.5
36.02.19.004.03,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза силос,,61.13,,,,минимальная,6.51,94,117,5.9,5.5
36.02.19.005.00,Воронеж,пашня,3,2023,Кукуруза зерно,Люцерна пр.лет корм; Мн.травосм.пр.лет корм,,98.49,,,,минимальная,6.51,83,96,5.5,5.2
36.02.19.006.00,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза силос,,81.27,,,,минимальная,6.51,102,107,5.3,5.4
36.02.19.007.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,15.48,Виктория,ОС,Свои,минимальная,5.49,72,109,6,5.2
36.02.19.008.01,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,23.28,Виктория,ОС,Свои,минимальная,5.49,90,91,5.2,5
36.02.19.008.02,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,55.7,Планет,РС-2,Свои,минимальная,5.49,90,91,5.2,5
36.02.19.009.00,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза силос,,50.91,,,,классическая с плугом,6.51,117.5,115,5.8,5.25
36.02.19.010.01,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза силос,,71.43,,,,классическая с плугом,6.51,110,132,6,5.1
36.02.19.010.02,Воронеж,пашня,3,2023,Пар,Пар,,2.47,,,,,,110,132,6,5.1
36.02.19.011.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,126.81,Виктория,ОС,Свои,классическая с плугом,5.49,94,140,5.7,5.1
36.02.19.013.01,Воронеж,пашня,,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,97.02,,,,минимальная,2.97,97.5,152,6.6,5.9
36.02.19.013.02,Воронеж,пашня,,2023,Кукуруза зерно,Кукуруза зерно,,8.32,,,,минимальная,6.51,97.5,152,6.6,5.9
36.02.19.014.01,Воронеж,пашня,3,2023,Сах.свекла,Оз.пшеница мягкая,,16.68,,,,минимальная,46.965,146,164.5,7.1,6.1
36.02.19.014.02,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза зерно,,2.68,,,,минимальная,7.65,146,164.5,7.1,6.1
36.02.19.015.01,Воронеж,пашня,3,2023,Кукуруза силос,Люцерна пр.лет корм,,119.94,,,,минимальная,7.65,56.83,92.92,3.54,6.67
36.02.19.015.02,Воронеж,пашня,3,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,6,0.95,Смесь сортов,Смесь репродукций,Свои,минимальная,4.14,56.83,92.92,3.54,6.67
36.02.19.015.03,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,8.19,Дакота,РС-2,Свои,минимальная,5.49,56.83,92.92,3.54,6.67
36.02.19.015.04,Воронеж,пашня,3,2023,Эсп.+житн.пр.лет корм,Эсп.+житн.пр.лет корм,3,1.02,Смесь сортов,Смесь репродукций,Свои,минимальная,4.5,56.83,92.92,3.54,6.67
36.02.19.015.05,Воронеж,пашня,3,2023,Пар,Пар,,8.11,,,,,,56.83,92.92,3.54,6.67
36.02.19.016.00,Воронеж,пашня,4,2023,Кукуруза силос,Сах.свекла,,73.41,,,,минимальная,7.65,115,112,5.8,5.4
36.02.19.017.00,Воронеж,пашня,3,2023,Кукуруза силос,Сах.свекла,,94.91,,,,,7.65,108,121,6.3,5.6
36.02.19.018.00,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза силос,,11.13,,,,классическая с плугом,6.51,106,133,5.5,5.7
36.02.19.019.01,Воронеж,пашня,3,2023,Кукуруза силос,Сах.свекла,,30.49,,,,минимальная,7.65,148,172,6.45,5.85
36.02.19.019.02,Воронеж,пашня,3,2023,Одн.тр.суданская тр.корм.,Одн.тр.суданская тр.корм.,,6.31,,,,минимальная,3,148,172,6.45,5.85
36.02.19.020.00,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,102.67,Виктория,ОС,Свои,минимальная,5.49,96,89,6.1,5.1
36.02.19.021.00,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,80.57,Виктория,ОС,Свои,минимальная,5.49,104,129,5.5,5.1
36.02.19.022.01,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,30.18,Планет,РС-1,Свои,классическая с плугом,5.49,137,211,6.4,5.6
36.02.19.022.02,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза зерно,,89.93,,,,классическая с плугом,6.51,137,211,6.4,5.6
36.02.19.022.03,Воронеж,пашня,3,2023,Пар,Кукуруза зерно,,39.05,,,,,,137,211,6.4,5.6
36.02.19.023.00,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,74.68,Дакота,РС-2,Свои,минимальная,5.49,97,103,6.3,5.2
36.02.19.024.00,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,66.09,Дакота,РС-2,Свои,минимальная,5.49,109,111,6.4,5.3
36.02.19.025.00,Воронеж,пашня,3,2023,Кукуруза силос,Сах.свекла,,53.73,,,,минимальная,7.65,104,115,5.7,5.5
36.02.19.026.00,Воронеж,пашня,4,2023,Кукуруза зерно,Кукуруза силос,,112.68,,,,минимальная,6.51,99,93,5.8,5.2
36.02.19.027.00,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,79.7,Виктория,ОС,Свои,минимальная,5.49,101,103,5.7,5.4
36.02.19.028.01,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,83.08,Дакота,РС-2,Свои,минимальная,5.49,78,126,5.7,5.1
36.02.19.028.02,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,8.07,4020 МФ,РСт,Свои,минимальная,5.49,78,126,5.7,5.1
36.02.19.029.01,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,100.15,Дакота,РС-2,Свои,минимальная,5.49,94,94,5.7,5
36.02.19.029.02,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,4.49,4020 МФ,РСт,Свои,минимальная,5.49,94,94,5.7,5
36.02.19.030.01,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3,48,Уралочка,ЭС,Свои,минимальная,5.49,104,127,6.2,5.4
36.02.19.030.02,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,5,2.27,Дакота,РС-2,Свои,минимальная,5.49,104,127,6.2,5.4
36.02.19.031.00,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,6.81,,,,классическая с плугом,7.65,75,119,6.1,5.7
36.02.19.032.00,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза силос,,21.87,,,,классическая с плугом,6.51,71,85,5.6,5.3
36.02.19.033.00,Воронеж,пашня,4,2023,Кукуруза зерно,Кукуруза зерно,,116.83,,,,классическая с плугом,6.51,99,107,5.8,5.1
36.02.19.034.00,Воронеж,пашня,4,2023,Кукуруза зерно,Кукуруза силос,,98,,,,классическая с плугом,6.51,103,123,5.6,5.2
36.02.19.035.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,5.16,Виктория,ОС,Свои,минимальная,5.49,87,105,6.6,5.7
36.02.19.036.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3,31.42,Уралочка,ЭС,Свои,минимальная,5.49,83,88,6.1,5.7
36.02.19.037.01,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3,78.46,Уралочка,ЭС,Свои,минимальная,5.49,96.5,96,6.3,5.2
36.02.19.037.02,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза силос,,37.1,,,,классическая с плугом,6.51,96.5,96,6.3,5.2
36.02.19.038.00,Воронеж,пашня,4,2023,Кукуруза зерно,Кукуруза силос,,83.69,,,,классическая с плугом,6.51,124,122,6.1,5.1
36.02.19.039.00,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза зерно,,6.12,,,,классическая с плугом,6.51,154,184,6.2,5.6
36.02.19.040.01,Воронеж,пашня,4,2023,Кукуруза зерно,Кукуруза зерно,,11.97,,,,классическая с плугом,6.51,101.5,104.5,6.1,5.8
36.02.19.040.02,Воронеж,пашня,4,2023,Пар,Пар,,4.44,,,,,,101.5,104.5,6.1,5.8
36.02.19.041.00,Воронеж,пашня,4,2023,Кукуруза зерно,Кукуруза зерно,,13.98,,,,классическая с плугом,6.51,120,94,5.3,5.2
36.02.19.042.00,Воронеж,пашня,2,2023,Кукуруза зерно,Кукуруза зерно,,81.3,,,,минимальная,6.51,60,91,3.9,4.9
36.02.19.043.00,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза зерно,,22.56,,,,классическая с плугом,6.51,78,87,5.5,5.1
36.02.19.044.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,146.57,Дакота,РС-2,Свои,минимальная,5.49,92,94,5.8,5.8
36.02.19.045.01,Воронеж,пашня,4,2023,Кукуруза силос,Люцерна пр.лет корм; Пар,,78.67,,,,минимальная,7.65,139,121,6.1,5
36.02.19.045.02,Воронеж,пашня,4,2023,Кукуруза зерно,Люцерна пр.лет корм; Пар,,76.2,,,,минимальная,6.51,139,121,6.1,5
36.02.19.046.01,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3,41.61,Дакота,РС-2,Свои,минимальная,5.49,145.4,184.8,5.9,5.78
36.02.19.046.02,Воронеж,пашня,3,2023,Кукуруза зерно,Одн.тр.суданская тр.корм.,,10.55,,,,минимальная,6.51,145.4,184.8,5.9,5.78
36.02.19.048.01,Воронеж,пашня,3,2023,Люцерна 1 г.ж.корм,Одн.тр.овёс корм,1,82.08,,,,минимальная,2.97,94.5,97,5.1,5.35
36.02.19.048.02,Воронеж,пашня,3,2023,Кукуруза зерно,Одн.тр.суданская тр.корм.,,2.17,,,,минимальная,6.51,94.5,97,5.1,5.35
36.02.19.049.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3,41.51,Дакота,РС-2,Свои,минимальная,5.49,69,102,4.6,5
36.02.19.050.01,Воронеж,пашня,3,2023,Люцерна 1 г.ж.корм,Одн.тр.овёс корм,1,21.2,,,,классическая с плугом,2.97,99.67,105.67,5.97,5.57
36.02.19.050.02,Воронеж,пашня,3,2023,Люцерна 1 г.ж.корм,Одн.тр.овёс корм,1,43,,,,нулевая с прямым посевом,2.97,99.67,105.67,5.97,5.57
